note_id,title,desc,tags,text_path,source_note_path
5c0ebc43000000000800f89d,,"给大家分享几款美甲图片💅🏻
1️⃣陨石猫眼星空晕染💫 | 加上几个小星球超级好看
2️⃣大理石纹晕染 | 别看这款好像很普通 上面的大理石饰品是自己DIY的哦😉
3️⃣琥珀晕染 | 琥珀搭配红色非常适合红红火火过新年啦哈哈哈
4️⃣纯手绘椰树🌴 | 满满的度假feel 最喜欢这只
5️⃣贝壳甲🐚 | 除了夏天浅色系的贝壳甲 红色的贝壳甲有点特别？
6️⃣简约金属风 | 🌚",,data/sft/xhs_nail_20260505_013220/texts/5c0ebc43000000000800f89d.txt,data/xhs/raw/20260505_013220/notes/5c0ebc43000000000800f89d.json
5d1f188a000000002602dd48,夏日高颜值撞色美甲🌸超显白清新美甲🌈,"❤️最近迷上了撞色美甲！
💚真滴超特别不怕撞款
💛色系搭配得好的话真的贼显白啊！
💜选出了8款最适合夏天的撞色搭配
💙姐妹们周末美甲约起来啊
🌟在美甲的同时，也不要忘记做好手部护理噢！像我平时会选择用植观小白罐做日常的清洁、然后用谷雨的光甘草安瓶精华来保养美白，特别清爽而且美白效果超好啊！安利给大家！
图片来自小红书上的仙女们  @MissCandy
#泫雅美甲#
#清新美甲#
#少女心美甲#
#春夏指甲油种草#
#最显白的指甲油#
#春夏美甲配色#
#夏季美甲#
#ins美甲#
#清爽美甲#
#美甲合集#
#日系美甲#
#亲手晒美甲#
#显白美甲#
#美甲图片#
#美甲红色#
#粉色美甲#
#学生党美甲#
#指甲油#
# 牛油果绿 #
#撞色美甲#
#跳色美甲#
#牛油果美甲#
#美甲配色#
#彩色美甲#",,data/sft/xhs_nail_20260505_013220/texts/5d1f188a000000002602dd48.txt,data/xhs/raw/20260505_013220/notes/5d1f188a000000002602dd48.json
5eecaf86000000000101d0fb,脚美甲｜镜面➕白跳色 夏日超显白💅,"夏天要穿凉鞋和拖鞋 我的jiojio一定是要做美甲的！不然我会感觉很奇怪～[笑哭R][笑哭R]
仙女们也一定要做起来 做精致的小仙女哈[赞R][赞R]
镜面➕白色跳色真滴很好看！意外的显白 而且一看就很精致！哈哈哈哈[大笑R]
大家跳色可以随意跳 都会很好看的～[派对R][派对R]",,data/sft/xhs_nail_20260505_013220/texts/5eecaf86000000000101d0fb.txt,data/xhs/raw/20260505_013220/notes/5eecaf86000000000101d0fb.json
5f6b3dd000000000010070ba,我爱蜜桃磨砂,"真的太温柔了
用的是戈雅的果冻胶E-369
这个颜色真的很好看，不显黑，买过的几个颜色里面最喜欢的，超级推荐
—————————————————————
如果大家想要多买几瓶建议在1688上面买，如果只买这个颜色，可以在有活动的时候在橙色软件上买，因为1688上大多有运费
	
图片是加了磨砂封层的，要单独购买，是甲油胶，需要灯烤
我的磨砂封层不好，超级烫，不推荐 大家自己看着买。‼️",,data/sft/xhs_nail_20260505_013220/texts/5f6b3dd000000000010070ba.txt,data/xhs/raw/20260505_013220/notes/5f6b3dd000000000010070ba.json
5f72c26a00000000010012da,小珍珠裸色系美甲,"温柔裸色系一直是我的one pick
底色裸粉色加小珍珠装饰
自己的新指甲长出来也不会尴尬
推荐😎",,data/sft/xhs_nail_20260505_013220/texts/5f72c26a00000000010012da.txt,data/xhs/raw/20260505_013220/notes/5f72c26a00000000010012da.json
60140ccc000000000101f68f,秋冬美甲,豹纹美甲 红丝绒 酒红色 新年美甲,,data/sft/xhs_nail_20260505_013220/texts/60140ccc000000000101f68f.txt,data/xhs/raw/20260505_013220/notes/60140ccc000000000101f68f.json
607c02d9000000000102d79f,清新美甲🍑温柔白桃茶🍑爱心晕染凝珠美甲,"这一款清新的美甲陪伴你迎接初夏的到来
简直绝绝子的温柔白桃
莫名有一种清新纯欲风～
奶白色云雾感晕染是温柔小姐姐了[害羞R][害羞R][害羞R]
搭配食指和尾指的竖向渐变 精致又通透～
点上了几颗立体的小水珠 水水嫩嫩哒～
无名指的贝壳甲有种人鱼公主的感jio嘻嘻
🍑美甲教程：
1️⃣大拇指用乳白色打底，刷晕染胶不照灯，用美甲笔沾取烟雾桃子色做晕染，反复多次，重复直到满意就行～再用白色局部抖动拉线，有虚有实，这样就有朦胧感哦～[偷笑R][偷笑R][偷笑R]
2️⃣食指和尾指做的渐变，也是从指甲一侧向另一侧逐渐加深晕染，薄薄的一层层的进行就🉑，点上几颗小水滴
3️⃣中指是乳白色打底，用点珠笔点上小爱心～可可爱爱的～
4️⃣无名指是先做的渐变，然后贴上珍珠，再用模型胶从指尖向珍珠一端拉线，画一条就照灯一次，做出贝壳状～可以和小水滴形成呼应哟～
◾️护甲心得：
作为一个精致的猪猪女孩，平时做指甲当然会注意护理啦～涂护手油是基本的一步～
做指甲前后我会用到自然无界护手油进行手部涂抹指甲周围，护手油里含有的精油按摩滋润手部简直一举多得哇～[偷笑R][偷笑R][偷笑R]",,data/sft/xhs_nail_20260505_013220/texts/607c02d9000000000102d79f.txt,data/xhs/raw/20260505_013220/notes/607c02d9000000000102d79f.json
608a18b3000000002103de4e,夏日梦幻云朵🌈唯美蓝紫色系星空晕染美甲,"夏日梦幻云朵🌈唯美蓝紫色系星空晕染美甲
☁️今天get个梦幻感满满的夏日星空
冰透的蓝紫色系做星空的背景色太浪漫了
画几朵渐变的小云朵温柔又可爱
在云朵与星星间点缀一丢丢欧珀粉
星星点点的光芒泰泰泰好看了
搭配两个碎钻银色闪片渐变
让整体干净又显白闪闪惹人爱
🌈今日份快乐～梦幻星河味er小仙女
▪️美甲步骤▪️
大拇指无名指：透乳白浅浅的打个底，透蓝和透紫色少量多次慢慢晕染到自己喜欢的饱和度，用白色画出云朵上半部分的轮廓，把云朵的下半部分晕染拍开，再画出十字星和小点点做星星，云朵周围点缀一点点欧泊粉就好啦～梦幻星空的图片步骤在图4⃣️温柔的蓝紫色系星空浪漫又艺术感满满～
中指：晕染同上，只是没有画云朵～
食指小拇指：碎钻银色闪片涂渐变～简约又耐看，让整体的色调提亮～显得干净又显白
#星空美甲#云朵美甲#手绘美甲#春夏美甲#夏日美甲#可爱美甲#清新美甲#晕染美甲#紫色系美甲#少女心美甲#显白美甲#仙女美甲#闪片美甲",,data/sft/xhs_nail_20260505_013220/texts/608a18b3000000002103de4e.txt,data/xhs/raw/20260505_013220/notes/608a18b3000000002103de4e.json
60af502500000000210362d5,2021流行的糖果玻璃纸美甲get✅,苹果原相机实拍，是少女心的美甲，果冻底胶的粉粉嫩嫩，还有亮片片的blingbling🤗还有小时候最喜欢的玻璃纸~开心🥳,,data/sft/xhs_nail_20260505_013220/texts/60af502500000000210362d5.txt,data/xhs/raw/20260505_013220/notes/60af502500000000210362d5.json
61288cac0000000021034be0,Nail｜短甲分享｜高级感简约ins美甲▫️,"新做的ins简约美甲我好喜欢！！2021初秋必备！！
玫瑰金立体镜面感线条简约又高级感满满！
频繁的做指甲让甲面越来越软就想让本甲修养一下(其实就是又想养养指甲又不想让它休息)
💅方圆甲型更适合我肉粉色打底更自然加固胶塑的形玫瑰金魔镜粉涂在上面和美甲小姐姐一起商量的立体的线条浮雕搭配奶白拼色 简约又高级！
黄皮白皮姐妹放心冲！超有氛围感！！做完偷着乐吧！
#亲手晒美甲[话题]# #ins风[话题]# #高级感美甲[话题]#
@创作者小助手 @薯条小助手",亲手晒美甲、ins风、高级感美甲,data/sft/xhs_nail_20260505_013220/texts/61288cac0000000021034be0.txt,data/xhs/raw/20260505_013220/notes/61288cac0000000021034be0.json
